Algorithm,Kriging,Grid Width,Grid Height,Bomb X Location,Bomb Y Location,Number of Robots,Steps,Finish,Best Bomb Guess X,Best Bomb Guess Y,Guess at Step,Last Bomb Guess X,Last Bomb Guess Y
BF,No,750,750,279,182,10,24280,True,,,,,
BF,Yes,750,750,279,182,10,22792,True,279,182,22788,279,182
PH,No,750,750,279,182,10,17838,True,,,,,
PH,Yes,750,750,279,182,10,17838,True,,,,,
BF,No,750,750,723,373,10,54777,True,,,,,
BF,Yes,750,750,723,373,10,2321,True,723,374,2250,723,374
PH,No,750,750,723,373,10,55,True,,,,,
PH,Yes,750,750,723,373,10,55,True,,,,,
BF,No,750,750,102,283,10,44148,True,,,,,
BF,Yes,750,750,102,283,10,42653,True,102,283,42651,102,283
PH,No,750,750,102,283,10,36970,True,,,,,
PH,Yes,750,750,102,283,10,36970,True,,,,,
BF,No,750,750,318,402,10,20569,True,,,,,
BF,Yes,750,750,318,402,10,19081,True,318,402,19077,318,402
PH,No,750,750,318,402,10,14049,True,,,,,
PH,Yes,750,750,318,402,10,14049,True,,,,,
BF,No,750,750,172,494,10,33173,True,,,,,
BF,Yes,750,750,172,494,10,31679,True,172,494,31677,172,494
PH,No,750,750,172,494,10,26945,True,,,,,
PH,Yes,750,750,172,494,10,26945,True,,,,,
BF,No,750,750,484,19,10,14516,True,,,,,
BF,Yes,750,750,484,19,10,13022,True,484,19,13020,484,19
PH,No,750,750,484,19,10,8102,True,,,,,
PH,Yes,750,750,484,19,10,8102,True,,,,,
BF,No,750,750,126,5,10,4374,True,,,,,
BF,Yes,750,750,126,5,10,2879,True,126,5,2877,126,5
PH,No,750,750,126,5,10,172,True,,,,,
PH,Yes,750,750,126,5,10,172,True,,,,,
BF,No,750,750,281,493,10,32719,True,,,,,
BF,Yes,750,750,281,493,10,31231,True,281,493,31227,281,493
PH,No,750,750,281,493,10,25899,True,,,,,
PH,Yes,750,750,281,493,10,25899,True,,,,,
BF,No,750,750,188,529,10,3562,True,,,,,
BF,Yes,750,750,188,529,10,2441,True,188,529,2439,188,529
PH,No,750,750,188,529,10,594,True,,,,,
PH,Yes,750,750,188,529,10,594,True,,,,,
BF,No,750,750,244,239,10,11006,True,,,,,
BF,Yes,750,750,244,239,10,9512,True,244,239,9510,244,239
PH,No,750,750,244,239,10,4112,True,,,,,
PH,Yes,750,750,244,239,10,4112,True,,,,,
