Algorithm,Kriging,Grid Width,Grid Height,Bomb X Location,Bomb Y Location,Number of Robots,Steps,Finish,Best Bomb Guess X,Best Bomb Guess Y,Guess at Step,Last Bomb Guess X,Last Bomb Guess Y
BF,No,25,25,1,21,2,227,True,,,,,
BF,Yes,25,25,1,21,2,132,True,0,21,129,0,21
PH,No,25,25,1,21,2,91,True,,,,,
PH,Yes,25,25,1,21,2,72,True,0,21,69,0,21
BF,No,25,25,19,14,2,56,True,,,,,
BF,Yes,25,25,19,14,2,47,True,19,14,45,19,14
PH,No,25,25,19,14,2,18,True,,,,,
PH,Yes,25,25,19,14,2,18,True,,,,,
BF,No,25,25,7,1,2,43,True,,,,,
BF,Yes,25,25,7,1,2,43,True,7,1,36,7,1
PH,No,25,25,7,1,2,13,True,,,,,
PH,Yes,25,25,7,1,2,13,True,,,,,
BF,No,25,25,24,10,2,275,True,,,,,
BF,Yes,25,25,24,10,2,232,True,24,10,228,24,10
PH,No,25,25,24,10,2,95,True,,,,,
PH,Yes,25,25,24,10,2,92,True,24,10,90,24,10
BF,No,25,25,0,9,2,250,True,,,,,
BF,Yes,25,25,0,9,2,203,True,0,9,201,0,9
PH,No,25,25,0,9,2,70,True,,,,,
PH,Yes,25,25,0,9,2,69,True,0,9,66,0,9
BF,No,25,25,15,23,2,291,True,,,,,
BF,Yes,25,25,15,23,2,291,True,,,,18,21
PH,No,25,25,15,23,2,177,True,,,,,
PH,Yes,25,25,15,23,2,177,True,10,20,162,10,20
BF,No,25,25,21,9,2,229,True,,,,,
BF,Yes,25,25,21,9,2,45,True,21,9,42,21,9
PH,No,25,25,21,9,2,107,True,,,,,
PH,Yes,25,25,21,9,2,101,True,21,9,99,21,9
BF,No,25,25,22,23,2,298,True,,,,,
BF,Yes,25,25,22,23,2,300,True,,,,18,22
PH,No,25,25,22,23,2,138,True,,,,,
PH,Yes,25,25,22,23,2,125,True,21,21,123,21,21
BF,No,25,25,14,20,2,211,True,,,,,
BF,Yes,25,25,14,20,2,208,True,17,19,177,17,19
PH,No,25,25,14,20,2,107,True,,,,,
PH,Yes,25,25,14,20,2,108,True,13,18,102,13,18
BF,No,25,25,16,12,2,9,True,,,,,
BF,Yes,25,25,16,12,2,9,True,,,,,
PH,No,25,25,16,12,2,9,True,,,,,
PH,Yes,25,25,16,12,2,9,True,,,,,
BF,No,25,25,10,7,2,190,True,,,,,
BF,Yes,25,25,10,7,2,190,True,,,,9,14
PH,No,25,25,10,7,2,88,True,,,,,
PH,Yes,25,25,10,7,2,88,True,,,,8,13
