Algorithm,Kriging,Grid Width,Grid Height,Bomb X Location,Bomb Y Location,Number of Robots,Steps,Finish,Best Bomb Guess X,Best Bomb Guess Y,Guess at Step,Last Bomb Guess X,Last Bomb Guess Y
BF,No,500,500,315,1,8,685,True,,,,,
BF,Yes,500,500,315,1,8,685,True,315,1,678,315,1
PH,No,500,500,315,1,8,321,True,,,,,
PH,Yes,500,500,315,1,8,321,True,,,,,
BF,No,500,500,458,234,8,23959,True,,,,,
BF,Yes,500,500,458,234,8,23959,True,,,,455,231
PH,No,500,500,458,234,8,19159,True,,,,,
PH,Yes,500,500,458,234,8,19159,True,462,232,19152,462,232
BF,No,500,500,285,202,8,7786,True,,,,,
BF,Yes,500,500,285,202,8,7786,True,,,,283,199
PH,No,500,500,285,202,8,3332,True,,,,,
PH,Yes,500,500,285,202,8,3332,True,289,200,3324,289,200
BF,No,500,500,72,350,8,19428,True,,,,,
BF,Yes,500,500,72,350,8,19428,True,,,,67,348
PH,No,500,500,72,350,8,14690,True,,,,,
PH,Yes,500,500,72,350,8,14690,True,68,348,14682,68,348
BF,No,500,500,31,236,8,24532,True,,,,,
BF,Yes,500,500,31,236,8,24532,True,,,,27,233
PH,No,500,500,31,236,8,20586,True,,,,,
PH,Yes,500,500,31,236,8,20586,True,26,233,20571,26,233
BF,No,500,500,234,27,8,13766,True,,,,,
BF,Yes,500,500,234,27,8,13766,True,,,,231,25
PH,No,500,500,234,27,8,9352,True,,,,,
PH,Yes,500,500,234,27,8,9352,True,230,25,9345,230,25
BF,No,500,500,138,273,8,11862,True,,,,,
BF,Yes,500,500,138,273,8,11862,True,,,,133,271
PH,No,500,500,138,273,8,7256,True,,,,,
PH,Yes,500,500,138,273,8,7256,True,134,271,7248,134,271
BF,No,500,500,310,470,8,16811,True,,,,,
BF,Yes,500,500,310,470,8,16811,True,,,,313,468
PH,No,500,500,310,470,8,12307,True,,,,,
PH,Yes,500,500,310,470,8,12307,True,314,468,12300,314,468
BF,No,500,500,385,475,8,19115,True,,,,,
BF,Yes,500,500,385,475,8,19115,True,,,,382,473
PH,No,500,500,385,475,8,15003,True,,,,,
PH,Yes,500,500,385,475,8,15003,True,390,472,14988,390,472
BF,No,500,500,242,107,8,22743,True,,,,,
BF,Yes,500,500,242,107,8,22743,True,,,,247,105
PH,No,500,500,242,107,8,18375,True,,,,,
PH,Yes,500,500,242,107,8,18375,True,237,104,18360,237,104
