Algorithm,Kriging,Grid Width,Grid Height,Bomb X Location,Bomb Y Location,Number of Robots,Steps,Finish,Best Bomb Guess X,Best Bomb Guess Y,Guess at Step,Last Bomb Guess X,Last Bomb Guess Y
BF,No,750,750,644,306,10,5145,True,,,,,
BF,Yes,750,750,644,306,10,3650,True,644,306,3648,644,306
PH,No,750,750,644,306,10,705,True,,,,,
PH,Yes,750,750,644,306,10,705,True,,,,,
BF,No,750,750,431,243,10,13819,True,,,,,
BF,Yes,750,750,431,243,10,12331,True,431,243,12327,431,243
PH,No,750,750,431,243,10,7299,True,,,,,
PH,Yes,750,750,431,243,10,7299,True,,,,,
BF,No,750,750,571,128,10,40322,True,,,,,
BF,Yes,750,750,571,128,10,38828,True,571,128,38826,571,128
PH,No,750,750,571,128,10,33296,True,,,,,
PH,Yes,750,750,571,128,10,33296,True,,,,,
BF,No,750,750,538,697,10,16712,True,,,,,
BF,Yes,750,750,538,697,10,15218,True,538,697,15216,538,697
PH,No,750,750,538,697,10,10406,True,,,,,
PH,Yes,750,750,538,697,10,10406,True,,,,,
BF,No,750,750,322,420,10,34073,True,,,,,
BF,Yes,750,750,322,420,10,32579,True,322,420,32577,322,420
PH,No,750,750,322,420,10,27545,True,,,,,
PH,Yes,750,750,322,420,10,27545,True,,,,,
BF,No,750,750,282,699,10,18468,True,,,,,
BF,Yes,750,750,282,699,10,16973,True,282,699,16971,282,699
PH,No,750,750,282,699,10,11650,True,,,,,
PH,Yes,750,750,282,699,10,11650,True,,,,,
BF,No,750,750,278,195,10,34222,True,,,,,
BF,Yes,750,750,278,195,10,32734,True,278,195,32730,278,195
PH,No,750,750,278,195,10,27396,True,,,,,
PH,Yes,750,750,278,195,10,27396,True,,,,,
BF,No,750,750,404,322,10,16905,True,,,,,
BF,Yes,750,750,404,322,10,15410,True,404,322,15408,404,322
PH,No,750,750,404,322,10,10213,True,,,,,
PH,Yes,750,750,404,322,10,10213,True,,,,,
BF,No,750,750,749,421,10,34501,True,,,,,
BF,Yes,750,750,749,421,10,33013,True,749,418,31521,749,418
PH,No,750,750,749,421,10,28557,True,,,,,
PH,Yes,750,750,749,421,10,28557,True,,,,,
BF,No,750,750,59,663,10,47941,True,,,,,
BF,Yes,750,750,59,663,10,46453,True,59,663,46449,59,663
PH,No,750,750,59,663,10,40677,True,,,,,
PH,Yes,750,750,59,663,10,40677,True,,,,,
